"sound.files","selec","duration","meanfreq","sd","freq.median","freq.Q25","freq.Q75","freq.IQR","time.median","time.Q25","time.Q75","time.IQR","skew","kurt","sp.ent","time.ent","entropy","sfm","meandom","mindom","maxdom","dfrange","modindx","startdom","enddom","dfslope","meanpeakf","peakf","class"
"ch1MPI2020-01-23_11-26-40_0000109.wav",2623,0.0510000000000019,18.8408167063201,7.4138139528496,16.9803921568627,13.0196078431373,22.8039215686275,9.7843137254902,0.024,0.012,0.039,0.027,2.59401246810026,12.3884563146978,0.917036428684967,0.959947653961133,0.88030696831303,0.461865603868592,12.9333333333333,10.35,14.85,4.5,6.66666666666667,11.25,14.85,70.588235294115,14.85,6.52941176470588,"no_call"
"ch1MPI2020-01-16_14-20-33_0000022.wav",2822,0.0509999999999948,18.4783355457003,7.38393630207383,16.4901960784314,12.5294117647059,21.8627450980392,9.33333333333333,0.027,0.012,0.039,0.027,2.54190892907827,11.1924369917876,0.915399655215052,0.959998456597277,0.878782256176129,0.450034721989781,12.9666666666667,10.65,19.35,8.7,4,13.35,15.15,35.2941176470624,12.45,3.47058823529412,"no_call"
"ch3MPI2020-01-26_09-22-11_0000163.wav",8167,0.0510000000000019,20.2249658235585,7.16847030827439,20.078431372549,13.5686274509804,24.7058823529412,11.1372549019608,0.027,0.012,0.039,0.027,1.87843731312414,7.31666395535785,0.928646300920886,0.960112760704326,0.891605163695012,0.476460923265803,14.9166666666667,10.35,24.75,14.4,7.75,21.45,12.45,-176.470588235287,11.55,5.2156862745098,"no_call"
"ch1MPI2020-01-16_10-13-18_0000011.wav",18,0.051000000000002,23.6398821552629,9.7726270252647,21.9411764705882,14.9411764705882,31.5882352941176,16.6470588235294,0.024,0.012,0.039,0.027,2.09370297376759,12.9525085423853,0.971618113914339,0.960197084885053,0.932944880602062,0.784524308173103,11.7666666666667,10.05,19.95,9.9,3.81818181818182,10.65,10.05,-11.7647058823525,10.65,0.372549019607843,"no_call"
"ch1MPI_2020-01-31_10-57-51_0000197.wav",3629,0.0510000000000446,20.5312569504223,8.04699347718256,18.7843137254902,15.5490196078431,22.7647058823529,7.21568627450981,0.033,0.015,0.042,0.027,2.2170178672558,8.53172612409433,0.933160973271552,0.952360311558421,0.888705475239055,0.578465137708441,14.5666666666667,10.05,19.35,9.3,2.58064516129032,11.55,19.35,152.941176470455,18.75,2.76470588235294,"no_call"
"ch1MPI2020-01-23_11-41-09_0000111.wav",1247,0.0510000000000019,23.8011214128663,9.64299747443403,22.0196078431373,15.4509803921569,31.9607843137255,16.5098039215686,0.027,0.012,0.039,0.027,1.31277305356289,5.45895279315381,0.972181279700404,0.960015288168063,0.933308891383179,0.775136320177716,13.2,10.05,18.15,8.1,8.62962962962963,10.65,16.95,123.529411764701,10.65,2.72549019607843,"no_call"
"ch1MPI2020-01-18_10-18-02_0000037.wav",299,0.0509999999999877,19.155174862315,6.97789903857946,17.7843137254902,13.1176470588235,24.2156862745098,11.0980392156863,0.027,0.015,0.039,0.024,2.30893342338146,10.7420263502058,0.92332569406842,0.959411649801723,0.885849427450503,0.436451282488417,13.4166666666667,10.65,24.15,13.5,3.75555555555556,13.65,10.95,-52.941176470601,13.65,7.19607843137255,"call"
"ch1MPI2020-01-25_10-23-41_0000145.wav",6152,0.0510000000000019,18.5044732483912,6.96584337722445,17.156862745098,13.0980392156863,22,8.90196078431373,0.027,0.012,0.039,0.027,2.35800336130575,10.3398398913307,0.913573362186544,0.960094664112551,0.877116910310664,0.428222117130875,11.9333333333333,10.05,20.85,10.8,3.61111111111111,15.15,13.35,-35.2941176470575,10.05,5.7843137254902,"no_call"
"ch3MPI2020-01-24_09-50-13_0000118.wav",127,0.0510000000000002,18.7629405117188,7.25428242040624,16.8627450980392,12.4901960784314,23.4313725490196,10.9411764705882,0.027,0.012,0.039,0.027,2.31709927591945,9.79442460665156,0.917541201107045,0.959901473812753,0.880749151226577,0.432138656680337,11.5333333333333,10.35,13.95,3.6,5.58333333333333,11.25,13.35,41.1764705882352,11.85,5.2156862745098,"no_call"
"ch3MPI2020-01-23_09-42-31_0000099.wav",18741,0.0510000000000019,19.8891208934356,7.22071861549804,18.9803921568627,14.1764705882353,24.0588235294118,9.88235294117647,0.027,0.012,0.039,0.027,1.90115855631647,7.71148461434721,0.929784835792972,0.96007150627672,0.892659927813011,0.483767612940849,14.35,10.05,22.65,12.6,6.73809523809524,14.55,10.05,-88.2352941176437,10.05,4.09803921568627,"no_call"
